,Name,Desc,Framework Type,Related Platform / Languages,Added,Framework Provider,Asset Home Page (URL),Repository / Source Code,Version,Terms Of Service URL,Is the Framework Source Code Non-Proprietary ?,Type of License if Non-Proprietary,Device specific,Framework does not belong to a Company,Docs Home Page URL,Supported Request Formats,Supported Response Formats,Offers Hypermedia Support
442,UiImage iOS Framework by Mad Dog Software, The UiImage iOS Framework by Mad Dog Software has IOS UIImage processing functions using the vDSP/Accellerate framework for speed. The framework is written in Objective-C.,Framework,Objective-C,"April 27, 2015",,https://github.com/gdawg/uiimage-dsp,,,,No,,No,No,,,,No
443,AFNetworking iOS Framework by AFNetworking," The AFNetworking iOS Framework by AFNetworking is a networking library for iOS and Mac OS X. It's built on top of the Foundation URL Loading System, extending high-level networking abstractions built into Cocoa. It has a modular architecture with well-designed, feature-rich APIs. The framework is written in Objective-C.",Framework,Objective-C,"April 27, 2015",AFNetworking,https://github.com/AFNetworking/AFNetworking,,,,No,,No,No,,,,No
444,DFImage Manager by Alexander Grebenyuk," The DFImage Manager by Alexander Grebenyuk is an iOS framework for loading, caching, processing, displaying and preheating images. The framework is written in Objective-C.",Framework,Objective-C,"April 27, 2015",,https://github.com/kean/DFImageManager,,,,No,,No,No,,,,No
445,GPUImage iOS Framework by Brad Larson," The GPUImage framework is a BSD-licensed iOS library that allows developers to apply GPU-accelerated filters and other effects to images, live camera video, and movies. Further, GPUImage allows for writing custom filters, supports deployment to iOS 4.0, and has a simpler interface. This framework is written in Objective-C.",Framework,Objective-C,"April 27, 2015",,http://www.sunsetlakesoftware.com/2012/02/12/introducing-gpuimage-framework,https://github.com/BradLarson/GPUImage,,,No,,No,No,,,,No
446,WURFL PHP Framework by ScientiaMobile," The WURFL is a Device Description Repository (DDR), or framework that enables applications to map HTTP requests to a description of the capability of the mobile device that requests the page. This framework is written in PHP,",Framework,PHP,"April 24, 2015",ScientiaMobile,http://wurfl.sourceforge.net/php_index.php,,,,No,,No,No,,,,No
447,AddThis Web Service Framework by AddThis, The AddThis Web Service Framework by AddThis describes the common properties of all the APIs available on http://api.addthis.com.,Framework,JavaScript,"April 17, 2015",AddThis,http://support.addthis.com/customer/portal/articles/381267-addthis-web-service-framework,,,,No,,No,No,,,,No
448,Google BigQuery Go SDK by Google," This Go client is auto generated by Google for use with their APIs, including BigQuery. The BigQuery API harnesses Google's major processing power to quickly query append-only data tables with SQL-like commands. See the project documentation for details on installing the API and importing the Go client.",Framework,Go,"April 27, 2015",Google,https://github.com/google/google-api-go-client,https://github.com/google/google-api-go-client,,,No,,No,No,,,,No
449,Restkit iOS Framework by RestKit, RestKit is an Objective-C framework for iOS that aims to make interacting with RESTful web services in a simplified format. It combines HTTP request/response API with a object mapping system that reduces the need for code writing.,Framework,Objective-C,"April 15, 2015",RestKit,http://restkit.org/,https://github.com/RestKit/RestKit/,,,No,,No,No,,,,No
450,eMobc iOS Framework by eMobc, The eMobc IOS Framework allows for the development of native apps based in XML.,Framework,Objective-C,"April 15, 2015",eMobc,http://www.emobc.com/,https://github.com/emobc/emobc-ios,,,No,,No,No,,,,No
451,Facebook React Native Framework by Facebook, The Facebook React Native Framework by Facebook allows developers to build quality applications on native platforms using React and JavaScript.,Framework,JavaScript,"April 15, 2015",Facebook,https://github.com/facebook/react-native,,,,No,,No,No,,,,No
452,Nimbus iOS Framework by Jeff Verkoeyen, The Nimbus is an iOS framework is a whose feature based framework that allows for problem solving when developing iOS applications. The framework is written in Objective-C.,Framework,Objective-C,"April 15, 2015",,http://nimbuskit.info/,https://github.com/jverkoey/nimbus,,,No,,No,No,,,,No
453,PowerMock JavaScript Framework by Jayway," The PowerMock is a Java framework that allows you to unit test code normally regarded as untestable. PowerMock is a framework that extends other mock libraries such as EasyMock with more capabilities. PowerMock uses a custom classloader and bytecode manipulation to enable mocking of static methods, constructors, final classes and methods, private methods, removal of static initializers and more.",Framework,JavaScript,"April 15, 2015",,https://code.google.com/p/powermock/,https://github.com/jayway/powermock,,,No,,No,No,,,,No
454,Core Plot iOS Framework by Core Plot," The Core Plot is a plotting framework for Mac OS X and iOS. It provides 2D visualization of data, and is integrated with Apple technologies like Core Animation, Core Data, and Cocoa Bindings. The framework is written in Objective-C.",Framework,Objective-C,"April 15, 2015",,http://core-plot.googlecode.com/hg/documentation/html/iOS/index.html,https://github.com/core-plot/core-plot/wiki,,,No,,No,No,,,,No
455,eMobc Android Framework by eMobc, The eMobc Android Framework allows for the creation of native apps based in XML in Android. The framework is written in JavaScript.,Framework,JavaScript,"April 15, 2015",eMobc,http://www.emobc.com/,https://github.com/emobc/emobc-android,,,No,,No,No,,,,No
456,Box2D C++ Framework by Box2D," The Box2D C++ Framework is a 2D rigid body physics engine, written in C++ by Erin Catto. Box2D is developed on Windows using Visual C++. Ports are also available for Flash, Java, C#, Python.",Framework,C++,"April 15, 2015",Box2D,http://box2d.org/about/,,,,No,,No,No,,,,No
457,OAuth Django Framework by eofs," The OAuth Django Framework by eofs makes it easy for developers to access the OAuth API using the Django REST Framework. This framework requires Python 2.7 or 3.3, Django 1.7+, Django Rest Framework 3.1+, and OAuthLib 0.6.0.",Framework,Python,"April 4, 2015",,https://pypi.python.org/pypi/django-oauth-api/0.4.0.post1,https://github.com/eofs/django-oauth-api,,,No,,No,No,,,,No
458,TouchXML iOS Framework by TouchCode, The TouchXML Framework is an iOS framework written in Objective-C as a replacement for Cocoa's NSXML* cluster of classes. It is based on the commonly available Open Source libxml2 library.,Framework,Objective-C,"April 15, 2015",Touchcode,http://www.touchcode.de/,https://github.com/TouchCode/TouchXML,,,No,,No,No,,,,No
459,Gem Bitcoin Python Library by BitVault, The Gem Bitcoin Python Library by BitVault allows developers to integrate the Gem Bitcoin API's methods into their Python applications.,Framework,Python,"April 15, 2015",BitVault,https://github.com/GemHQ/round-py,,,,No,,No,No,,,,No
460,Sauce Labs PHP Framework by Sauce Labs, The Sauce Labs PHP Framework provides automated application testing. The SDK is written in PHP.,Framework,PHP,"April 14, 2015",Sauce Labs,https://github.com/jlipps/sausage,https://github.com/jlipps/sausage,,,No,,No,No,,,,No
461,WePay Python Framework by WePay, The Wepay Python Framework by Wepay allows developers to build on their API and add payments into applications. This framework is written in Python.,Framework,Python,"April 8, 2015",WePay,http://webpy.org/,,,,No,,No,No,,,,No
462,USA ePAY Perl Framework by CPAN," The USA ePAY Perl Framework by CPAN is an online payment framework for USA ePay and a generic module for processing payments through online credit card processors, electronic cash systems, etc. This framework is written in Perl.",Framework,PERL,"April 13, 2015",CPAN,http://search.cpan.org/~ivan/Business-OnlinePayment-USAePay-0.02/USAePay.pm,,,,No,,No,No,,,,No
463,Forge JavaScript SDK by Acision," Use this JavaScript SDK from Acision to add video and voice calling, messaging, content sharing, and other WebRTC capabilities into your web and mobile applications.",Framework,JavaScript,"April 6, 2015",,https://docs.sdk.acision.com/api/latest/javascript/,https://docs.sdk.acision.com/api/latest/javascript/,,,No,,No,No,,,,No
464,Ionic Javascript Framework by Ionic," The Ionic Javascript Framework by Ionicis a HTML5 native app development framework that allows developers to build native-feeling mobile apps with web technologies like HTML, CSS, and Javascript. Ionic is focused mainly on the look and feel, and UI interaction of your app. Ionic recommends AngularJS in order to work at its fully. .",Framework,JavaScript,"March 30, 2015",,http://ionicframework.com/docs/overview/,,,,No,,No,No,,,,No
465,Yii PHP Framework by Yii," The Yii PHP Framework by Yii is a free, open source project released under the terms of the BSD License. It provides Web application development framework written in PHP5 that promotes DRY design and allows for development. Yii works to streamline application development and helps developers with their application development.",Framework,PHP,"March 30, 2015",,http://www.yiiframework.com/download/,,,,No,,No,No,,,,No
466,SendGrid SMTP PERL SDK sendgrid-perl," A PERL SDK for interfacing with SendGrid's SMTP API. This SDK provides a wrapper for custom SMTP fields as well as a way to manipulate filter and app settings. SendGrid is a cloud-based platform for sending and managing email, and generating email analytics.",Framework,PERL,"March 17, 2015",,https://github.com/sendgrid/sendgrid-perl,https://github.com/sendgrid/sendgrid-perl,,,No,,No,No,,,,No
467,App.net Objective-C Framework," Use this framework for building iOS and OSX App.net applications. The framework offers 100% App.net and features and multiuser support. ADNKit's only external dependency is AFNetworking, a networking library. See the framework wiki for detailed installation and implementation documentation.",Framework,Objective-C,"February 5, 2015",App.Net,https://github.com/joeldev/ADNKit,https://github.com/joeldev/ADNKit,,,No,,No,No,,,,No
468,Google Affiliate Network Java Library," The Google Affiliate Network Java Library allows developers to integrate Google Affiliate Network data into their Java applications. Developers can add the library to their projects in Maven or Gradle using the provided code, or they can download a zip file containing the required jars.",Framework,Java,"February 25, 2015",,https://developers.google.com/api-client-library/java/apis/gan/v1beta1,,,,No,,No,No,,,,No
469,Skeleton CSS Framework," The Skeleton framework allows developers a framework for smaller, responsive CSS projects that don't need the utility of larger frameworks. Skeleton only styles standard HTML elements and includes a grid. The framework offers itself as a starting point with with UI and roughly 400 lines of CSS unminified (with comments), and has no compiling or installing.",Framework,C++,"February 27, 2015",,http://getskeleton.com/,,,,No,,No,No,,,,No
470,Django Twitter API 0.2.1 Framework, This Python language framework allows interaction between Django model interface and Twitter API objects.,Framework,Python,"January 31, 2015",Twitter,https://pypi.python.org/pypi/django-twitter-api/0.2.1,http://pypi.python.org/pypi/django-twitter-api,,,No,,No,No,,,,No
471,LifePics Android SDK," The LifePics service provides photo finishing and printing, including online storage and sharing of images. The LifePics Android SDK provides tools that enable developers to integrate the LifePics OPEN (Open Photo Ecommerce Network) API into Android applications. This will allow select pictures to be printed automatically from within a user's Android application. The SDK requires a LifePics developer key for use, and supports Android 2.3.3 and later. Instructions detail how to install and implement the SDK using Android Studio.",Framework,Java,"January 22, 2015",Lifepics,https://github.com/LifePics/Android-SDK,,,,No,,No,No,,,,No
472,Django Python Framework," Django REST framework in Python language aims to facilitate the creation of Web APIs. The requirements to work with Django include Python 2.6.5+, 2.7, 3.2, 3.3, 3.4 and Django 1.4.11+, 1.5.5+, 1.6, 1.7. Installation options are available either by using pip or by cloning from GitHub. Django has been used by Mozilla and Eventbrite. To visualize how this framework can fit into a developer's practices, an example is available with steps to follow. Benefits to develop include community support, customization, and extensive documentation.",Framework,Python,"December 10, 2014",,http://www.django-rest-framework.org/,https://github.com/tomchristie/django-rest-framework/tree/master,,,No,,No,No,,,,No
473,Laravel PHP Framework," Laravel is a framework in PHP language that invites developers to contribute for continuous improvement. Resources aim to educate users to create projects. Documentation on the Laravel website demonstrates installation, configuration, routing, and controllers. Additionally, it displays authentication, events, localization, security, unit testing, and validation. These guides can help to develop original work or practice over projects like the ones presented in the website. Such examples include Laravel Art, Laravel Cashier, Laravel Homestead, and Laravel Website.",Framework,PHP,"January 5, 2015",Independent Developer,http://laravel.com/,http://laravel.com/docs/4.2/installation,,,No,,No,No,,,,No
474,Bloomberg Solaris Perl Library," This library allows developers using Solaris to create their Bloomberg API with Perl. Solaris developers should note that these libraries can only be used with the Bloomberg Server API and B-Pipe data feed products (not the Desktop API). The Bloomberg API provides free, unrestricted access to raw financial data on current market trades (either real-time or delayed), reference data on historical information, and records of intraday trading. As part of their Open Market Data Initiative the library is offered under a ""free-use"" license, which allows unrestricted access of the interface's header files, documentation, and programming examples.",Framework,PERL,"December 17, 2014",Bloomberg,http://www.bloomberglabs.com/api/libraries/,http://www.bloomberglabs.com/api/libraries/,,,No,,No,No,,,,No
475,Gisgraphy," Gisgraphy is a framework that helps users integrate geocoding services into their Java applications and webservices. The data provided comes from GeoNames and OpenStreetMap. Users may also add their own data. Results from Gisgraphy can be output in XML, JSON, PHP, Python, Ruby, YAML, GeoRSS, and Atom.",Framework,Java,"December 11, 2014",,http://www.gisgraphy.com/,,,,No,,No,No,,,,No
476,JAX-RS Java Framework," Java API for RESTful Services (JAX-RS) started as part of the Gen incubator, a community of developers who create projects for the general public. The website offers drafts of the API, specifications, and mailing lists to communicate with the expert group. The latest API proposals are available on the wiki site. Releases include JAX-RS 2.0, JAX-RS 1.1, JAX-RS 1.0, and JAX-RS 0.x. The newest version, JAX-RS 2.0, provides portable APIs to develop, expose, and access web applications in REST. Web resources and provider extensions are available. In the Java community site, users can view the different stages of the project along with links to access every result.",Framework,Java,"December 10, 2014",,https://jax-rs-spec.java.net/,https://jcp.org/en/jsr/detail,,,No,,No,No,,,,No
477,dogpatch PHP Framework," Dogpatch is a framework designed to test HTTP-accessible APIs. The package is written in PHP using curl. The framework was originally created by the team at NodeSocket to help in testing the Commando.io API. The framework supports basic authentication, SSL support, custom requests, and redirection up to 10 levels.",Framework,".Net,PHP","December 22, 2014",NodeSocket,https://github.com/commando/dogpatch,,,,No,,No,No,,,,No
478,KrakenJs Framework," Kraken is a framework in Node.js language that assists in the application development process with security and scalability. Although this tool can be used independently, users can benefit from 4 modules that include Lusca, an application security, Kappa with NPM Proxy, Makara with Dust i18n, and Adaro with Js context. Using Kraken, example projects include a shopping cart, passport integration, localization, and A/B testing.",Framework,Node.js,"January 5, 2015",,http://krakenjs.com/,https://github.com/krakenjs/kraken-js,,,No,,No,No,,,,No
479,Flask Python Framework," Flask is a micro framework for Python supported by a BSD license. The documentation available on the website or downloadable in PDF or zipped HTML, contains built in developer and debugger, integrated unit testing support, RESTful request dispatching, Jinja2 templates, support for secure cookies, and WSGI 1.0 compliance. Sources of the examples of a microblog and a twitter clone made with Flask can be found on redirected links to GitHub. To contribute as developer, improver, or debugger Flask can be contacted on the IRC channel, the Feedback website, and the issue tracker.",Framework,Python,"December 10, 2014",,http://flask.pocoo.org/,,,,No,,No,No,,,,No
480,REST.li Java Framework," Rest.li is an end to end framework optimal for building RESTful APIs. Some of the features of this framework combine approachable APIs for writing non-blocking client and server code using ParSeq, type-safe development using generated data and client bindings, and JAX-RS inspired annotation driven server side resource development. LinkedIn, the professional social media network, uses Rest.li due to its client-side load balance, consistency with services, and the development possibilities of new features. The requirements to work with Rest.li include Java 1.6+ and Gradle 1.8+ or SBT 0.13.0+. A step by step tutorial shows example source code, creation of server, and creation of client.",Framework,Java,"December 10, 2014",,http://rest.li/index.html,https://github.com/linkedin/rest.li,,,No,,No,No,,,,No
481,Microsoft ASP.NET Web API Framework," Microsoft ASP.NET Web API is a framework in .NET language that aims to facilitate HTTP building services in browsers and mobile devices. Two installing options are available: visual studio express 2013 and visual studio 2013 community. With the goal to instruct developers about the possibilities of application development, a tutorial has been published with a downloadable complete project. This project includes the steps to create an API web assignment that returns a list of products using JQuery. The specifications of adding a model, adding a controller, calling the Web API, and running the application are available for practice. Besides the rehearsal part, the site offers the following resources: mobile clients, routing, OData, serialization, testing/debugging, error handling, authentication, security, and API reference.",Framework,.Net,"December 10, 2014",,http://www.asp.net/web-api,,,,No,,No,No,,,,No
482,Fortune.js Framework," Fortune.js is a framework in Node.js language. This framework can prototype hypermedia APIs with JSON protocol. Some of the available resources include guides, docs, examples, and issue management. Particularly, the guide shows instructional procedures that help to create applications. For example, the specifications sections of defining resources, defining association between resources, before and after associations within resources, and advanced usage aim to differentiate the purpose of the framework. In this case, Fortune.js is not an MVC framework, but a JSON view response specified by the JSON API spec.",Framework,Node.js,"December 10, 2014",,http://fortunejs.com/,,,,No,,No,No,,,,No
483,Sinatra Ruby Framework," Sinatra is an open source framework in Ruby. It is a domain-specific language that aims to accelerate web application development. Sinatra 1.3.0 version offers the feature of a streaming API while digesting differences between evented and sequential Rack servers. To imagine the possibilities of development, readers should consider that Apple, BBC, LinkedIn, and GitHub are some of the companies that use Sinatra. A book written by Alan Harris and Konstantin Haase, ""Sinatra: up and running"" is available for purchase. This resource contains additional information related to installation, routing, application/delegation, modular applications, and implementation of a blog engine.",Framework,Ruby,"December 10, 2014",,http://www.sinatrarb.com/,https://github.com/sinatra/sinatra,,,No,,No,No,,,,No
484,Eskimo Node.js Framework," Eskimo is a framework that helps developers construct Node.js powered APIs, online retail stores, and other applications. Eskimo is a boilerplate framework, providing simple scaffolding for rapidly developing prototypes and minimum viable products. The framework depends on Mongoose for NoSQL, Jade for HTML, Bookshelf for MySQL/MariaDB/PostgreSQL, and less LESS as a pre-processor and for middleware routing. The framework is customizable with a configuration file that enables the developer to exclude unnecessary parts.",Framework,"JavaScript,Node.js","November 21, 2014",,http://eskimo.io,https://github.com/niftylettuce/eskimo,,,No,,No,No,,,,No
485,Zend Framework," Zend is a Framework on PHP. Some of the features include security, modularity, and community. To start with Zend Framework 2, it is recommendable to run at least PHP 5.3.23 with Apache web server and MySQL via PDO extension. Resources include a getcomposer link to create a project from scratch using the skeleton application available on Github, modules to organize a main application specific within each module, routing and controllers to build an inventory, database to run SQL statements, styling to remove any copyright messages, and actions to store to the database.",Framework,PHP,"November 19, 2014",Zend,http://framework.zend.com/,https://github.com/zendframework/zf2,,,No,,No,No,,,,No
486,Restlet Framework," Restlet is a framework on Java. Some of the steps to interact with Restlet include concepts related to web browsers, REST architecture, virtual hosts, static files, and URI redirection. In particular, this RESTlet framework contains diverse features that could be useful to create, scale, and extend API development projects. Restlet provides Web API support with REST and HTTP concepts, tunneling service with any HTTP methods, and automatic processes with URI variables extraction. Configuration includes Java via RESTlet API and via XML/WADL files. To scale a project, the service supports non-blocking NIO modes, asynchronous request processing decoupled from IO operations, and fully multi-threaded design per-request resource.",Framework,Java,"November 19, 2014",Restlet,http://restlet.com/products/restlet-framework/,http://restlet.com/downloads/current/,,,No,,No,No,,,,No
487,Freedomotic Framework," The Freedomotic Framework is an open-source, flexible, and secure development framework. It's functions can help in building and managing modern smart spaces for individuals and business users. Freedomotic's framework works to provide solutions to creating building automation systems, small retail environments and more, and has the ability to be integrated with other automated technologies.",Framework,Java,"November 18, 2014",,http://freedomotic.com/,https://github.com/freedomotic/freedomotic,,,No,,No,No,,,,No
488,Express.js Framework," Expressjs.com is a framework in Node.js language. Thanks to the resources available that include an introductory guide, a general guide, and a community guide, Expressjs.com aims to facilitate development for desktop and mobile applications. The introductory guide offers installation, express generator, and FAQ. The general guide presents error handling, debugging express, express behind proxies, and middleware. The community guide is under the resources tab. It shows examples, issues, and a Google Group with over 5,000 discussions.",Framework,Node.js,"December 10, 2014",,http://expressjs.com/,https://github.com/strongloop/expressjs.com,,,No,,No,No,,,,No
489,SproutCore Framework," SproutCore is an open source framework on JavaScript. The origins of SproutCore go back to 2007, when the project was developed by Apple, inspired by Cocoa, and maintained by a growing community. This framework offers features to develop applications for web and mobile. Some of them include KVO, optimized view layer, 50,000 items with the same DOM, compliant with WAI-ARIA, and offline support via Apache and Cordova.",Framework,JavaScript,"November 18, 2014",Apple,http://sproutcore.com/,https://github.com/sproutcore/sproutcore/,,,No,,No,No,,,,No
490,Datumbox Framework," Datumbox Machine Learning Framework is written Java, which enables the development of Machine Learning and Statistical applications. With this framework, developers have access to a number of machine learning algorithms & statistical tests.",Framework,Java,"November 9, 2014",Datumbox,http://www.datumbox.com/machine-learning-framework/,https://github.com/datumbox/datumbox-framework,,,No,,No,No,,,,No
491,Cake PHP Framework," Cake PHP is a framework that aims to build web applications with less code. Simplicity and easiness are the core values for this framework. In the site users can review the reasons why Cake PHP is convenient to create web applications. Some of the rationale includes quick development, clean MVC conventions, and a friendly MIT license. Clinic Finder, MapMe, and ScratchMIT are 3 examples that currently deploy the Cake PHP framework.",Framework,PHP,"November 20, 2014",,http://cakephp.org/,https://github.com/cakephp/docs,,,No,,No,No,,,,No
492,Sencha Touch Framework," Sencha Touch is an HTML5 framework that helps to create mobile applications targeted to businesses. This framework provides over 50 built-in components, customized themes, and a built model view controller.",Framework,JavaScript,"November 17, 2014",,http://www.sencha.com/products/touch,http://docs.sencha.com/touch/2.4/,,,No,,No,No,,,,No
493,Fat-Free Framework," Fat-Free is a framework on PHP. To develop applications, users can refer to the guide available on the site, that includes instructions for interact with routing engines, plug-ins, and framework variables.",Framework,PHP,"November 19, 2014",,http://fatfreeframework.com/home,https://github.com/bcosca/fatfree,,,No,,No,No,,,,No
494,Flight Framework, Flight is a micro-framework on PHP that allows developers to create RESTful applications. Flight requires PHP 5.3 or greater and it is licensed by MIT.,Framework,PHP,"November 19, 2014",,http://flightphp.com/,https://github.com/mikecao/flight,,,No,,No,No,,,,No
495,Guzzle Framework," Guzzle is a framework on PHP HTTP that allows to interact with web services. Guzzle's characteristics aim to simplify POST requests with pluggable HTTP handlers and synchronous/asynchronous requests. Components contain log, OAuth, cache, retry, and message integrity subscribers.",Framework,PHP,"November 20, 2014",,http://docs.guzzlephp.org/en/latest/,https://github.com/guzzle/guzzle/blob/master/docs/index.rst,,,No,,No,No,,,,No
496,Rico Framework," Rico is a framework on JavaScript that aims to ease interactive web application development. Drag-and-drop, HTML elements, and animation effects are some of the functions supported by this framework. Additionally, Rico offers grids that can be populated either with static content or dynamic content with AJAX. Translations to French, German, Italian, Portuguese, Spanish, Chinese, Japanese, Korean, Russian, and Ukrainian are available.",Framework,JavaScript,"November 18, 2014",,http://openrico.sourceforge.net/examples/index.html,,,,No,,No,No,,,,No
497,Prototype Framework," Prototype is an object-oriented framework on Javascript. It aims to facilitate web applications using class-style OO framework, Ajax support, and DOM manipulation.",Framework,JavaScript,"November 18, 2014",,http://prototypejs.org/,https://github.com/sstephenson/prototype/tree/master,,,No,,No,No,,,,No
498,Atoms Neurospeech Framework," Atoms Neurospeech is a JavaScript framework inspired from Flex and Silverlight. Atoms offers one time/one way/two way bindings, component object model, one liner AJAX, customizable UI scopes, cascade selections, and ready to use line of business controls.",Framework,JavaScript,"November 18, 2014",,http://atoms.azurewebsites.net/docs/index.html,https://github.com/neurospeech/atoms.js,,,No,,No,No,,,,No
499,Sencha Ext Framework," Sencha Ext is a framework on Javascript that can be used to build business mobile applications. Version 5 offers additional features such as tablet support, grid widgets, model-view architecture, 2 way data binding, routing, and session management.",Framework,JavaScript,"November 17, 2014",,http://www.sencha.com/products/extjs/,http://docs.sencha.com/extjs/5.0/,,,No,,No,No,,,,No
500,Chaplin Framework," Chaplin is a framework on Javascript that uses the Backbone.js library. With Chaplin, web application development should be easier due to the functionality, scalability, and accessibility offered on the site.",Framework,JavaScript,"November 17, 2014",,http://chaplinjs.org/,https://github.com/chaplinjs,,,No,,No,No,,,,No
501,Dojo Toolkit Framework," Dojo toolkit 1.10 is an HTML5 framework on Javascript for mobile application development. This framework allows developers to create apps in iOS 5+, Android 2.2+, Windows Phone 8+, Blackberry 6+, and Node.js 0.6 11+, 0.8 6+, and 0.10+.",Framework,JavaScript,"November 17, 2014",,http://dojotoolkit.org/,http://svn.dojotoolkit.org/src/,,,No,,No,No,,,,No
502,Sammy Framework, Sammy is a framework on Javascript. It is 16K compressed and 5.2 compressed and gzipped. This framework is built on plugins and adapters. It aims to extract developers' code into reusable plugins.,Framework,JavaScript,"November 13, 2014",,http://sammyjs.org/docs,https://github.com/quirkey/sammy,,,No,,No,No,,,,No
503,Licas Framework," Written in Java and Android compatible, Licas allows you to build service-based networks. All of the main SOA features are included for distributed communications or architecture and additional packages allow for AI programming. Build lightweight networks of service-based components (SOA or Cloud). Programmable framework with many features - add/run services, add/search metadata, autonomous, agent-based, self-organizing and distributed communication. Java J2SE (1.5+) compatible. Communication includes XML-RPC, REST, HTTP and dynamic Web Services (SOAP). An 'All-in-One' GUI is a free tool, available from the DCS site and can be used to run all of the packages and separate modules. Alternatively, write programs using the stand-alone server, or by extending the open source classes. A p2p network can be setup requiring only the HTTP address and optional passwords. Example Apps are messenger, file sharing, web services, query. The code can also be used for more scientific programs. Sub-packages include text or query processing, or heuristic evaluation. A problem solver provides genetic algorithms and other AI algorithms, integrated into the whole system.",Framework,Java,"November 13, 2014",,http://distributedcomputingsystems.co.uk/licas.html,https://sourceforge.net/projects/licas/,,,Yes,,No,No,,,,Yes
504,Backbone Framework," Backbone is a framework on Javascript. It connects events, collections, and functions to existent APIs over a RESTful JSON interface.",Framework,JavaScript,"November 13, 2014",,http://backbonejs.org/,https://github.com/jashkenas/backbone,,,No,,No,No,,,,No
505,Can JavaScript Framework," Can is a framework on Javascript. It aims to build applications that are flexible, powerful, and fast. It's flexible because developers can reuse templates. It's powerful because the framework contains 2 RESTful models. And it's fast because the responsive widgets can be learned in a day.",Framework,JavaScript,"November 13, 2014",,http://canjs.com/,https://github.com/bitovi/canjs/,,,No,,No,No,,,,No
506,PyGtalkRobot Google Talk Python Framework, PyGtalkRobot is a Google Talk bot framework written in Python. This framework requires the user to have either Python 2.4+ or ActivePython. Its dependencies are xmpppy and pydns.,Framework,Python,"November 7, 2014",Google,https://code.google.com/p/pygtalkrobot/,,,,No,,No,No,,,,No
507,Derby.js Framework, Derby.js is a framework designed for developers to create collaborative real time web applications. The MVC framework facilitates the creation of applications that serve in Node.js and the browser.,Framework,JavaScript,"October 30, 2014",,http://derbyjs.org/,https://github.com/derbyjs/derby,,,No,,No,No,,,,No
508,Zendesk Framework," The Zendesk framework can be utilized to construct robust Zendesk-themed apps with the help of JavaScript APIs. Zendesk apps can enhance functionality such as ticket information, customer details, and time tracking.",Framework,JavaScript,"October 16, 2014",Zendesk,https://developer.zendesk.com/apps/docs/agent/introduction,https://github.com/zendesk/demo_apps/tree/master/hello_world_sample_app,,,No,,No,No,,,,No
509,Garmin Connect IQ SDK," Connect IQ a platform for third-party developers to create apps for Garmin products, and the Connect IQ SDK gives developers the tools to build these apps. With Connect IQ developers can customize the user experience with new faces, use the sensors to accumulate data and metrics, create widgets for instant information tidbits, and create fitness-reflated lifestyle web apps. A preview of the SDK is now available to start building apps for Garmin wearable devices. Devices that are compatible with Connect IQ will be available early 2015, but until then, the simulator included in the SDK will provide a testing platform for what is being built.",Framework,Unspecified,"September 25, 2014",Garmin,http://developer.garmin.com/connect-iq/overview/,,,,No,,No,No,,,,No
510,Algolia Rails Client," This Ruby on Rails gem allows developers to easily integrate Algolia into object relational mapping systems. The Algolia Search API can be implemented into web applications to reference a database to display a drop down of real time search results. The API supports quick faceted, full-text, and numerical search results.",Framework,Ruby,"October 9, 2014",,https://github.com/algolia/algoliasearch-rails,,,,No,,No,No,,,,No
511,React Javascript Framework," React is a JavaScript framework that helps developers build user interfaces. It can easily serve as the ""view"" element in a model-view-controller (MVC) stack since it makes no assumptions about the rest of the stack. The library is declarative, lightweight, efficient, and flexible.",Framework,JavaScript,"September 5, 2014",Facebook,http://facebook.github.io/react/index.html,https://github.com/facebook/react,,,No,,No,No,,,,No
512,GuildWars2::API," GuildWars2::API is a PERL library that provides a set of standard interfaces for interacting with the Guild Wars 2 API. This library was written in PERL 5.16.3, and users will need to have at least PERL 5.14.0.",Framework,PERL,"September 7, 2014",,https://github.com/dr-ishmael/GuildWars2-API,,,,No,,No,No,,,,No
513,Feed.Fm Unity SDK," Feed.Fm offers Unity SDK, a kit that wraps the REST API for the Unity environment. Developers can find a sample scene in the website to become aware of the functionality. In this case, the quickest way to understand how the kit works is to install the package and open the sample in Assets/FeedFm Demos/PlayerScene.unity. Additional to a sample scene, users can find guides related to the Player GUI that includes initialization, rendering, and caveats.",Framework,C#,"September 17, 2014",,http://developer.feed.fm/documentation,https://github.com/fuzz-radio/Unity-Native-SDK,,,No,,No,No,,,,No
514,Splunk PHP SDK," The Splunk developer platform consists of three primary components: Splunkd, the engine; Splunk Web, the app framework that sits on top of the engine; and the Splunk SDKs that interface with the REST API and extension points.The Splunk SDK for PHP lets developers target Splunkd by making calls against the engine's REST API and accessing the various Splunkd end points such as custom search commands, lookup functions, scripted inputs, and custom REST handlers.",Framework,PHP,"September 17, 2014",Splunk,http://dev.splunk.com/view/php-sdk/SP-CAAAEJM,,,,No,,No,No,,,,No
515,GW2API by Frugghi," GW2API by Frugghi is an Objective-C framework for accessing the Guild Wars 2 API, especially for integration with iOS and OS X applications. The framework's prerequisites are OS X, iOS: 6.0+, and ARC.",Framework,Objective-C,"September 6, 2014",,https://github.com/Frugghi/GW2API,,,,No,,No,No,,,,No
